date,product_id,category,brand,region,customer_id,age,loyalty_tier,price,discount,qty_sold,ad_spend,channel,holiday,competitor_price,stock,revenue
2024-09-03,P113,Hats,Zara,Kolkata,C824,47,Silver,3369,31,45,3502,Instagram,1,1403,398,104607.44999999998
2024-11-19,P178,Jeans,Puma,Delhi,C894,54,Silver,3836,17,41,1521,Google Ads,0,4956,457,130539.07999999999
2025-01-29,P176,Sneakers,Puma,Kolkata,C675,49,Gold,2227,21,23,19839,Facebook,0,1787,436,40464.590000000004
2025-01-28,P260,Sneakers,Adidas,Mumbai,C695,61,Silver,1773,47,28,4286,Google Ads,1,3082,288,26311.32
2024-11-17,P111,T-shirts,Nike,Chennai,C672,60,Silver,3387,46,28,14115,Website,1,4711,415,51211.44
2024-12-01,P133,T-shirts,Levis,Kolkata,C267,44,Platinum,2610,38,25,16192,Google Ads,0,1461,127,40455.0
2024-12-07,P106,Hats,Puma,Chennai,C750,62,Platinum,2272,0,28,11961,Instagram,1,5226,164,63616.0
2024-08-03,P218,Jackets,Levis,Kolkata,C406,63,Platinum,4474,5,35,18812,Google Ads,1,2627,196,148760.5
2024-05-21,P130,Hats,Levis,Bangalore,C825,33,Bronze,1673,24,36,11115,Google Ads,0,3402,479,45773.28
2024-04-25,P113,Jeans,Nike,Delhi,C255,51,Gold,2351,32,10,10149,Website,0,5199,199,15986.8
2024-06-09,P181,T-shirts,Puma,Kolkata,C777,60,Platinum,1917,40,30,18271,Instagram,1,1059,475,34506.0
2024-12-17,P215,Sneakers,Puma,Mumbai,C536,42,Platinum,4506,40,30,18533,Facebook,0,4141,284,81108.0
2024-11-13,P294,Socks,Zara,Delhi,C118,59,Bronze,1925,38,10,12729,Website,0,5049,68,11935.0
2024-09-21,P205,Hats,Nike,Delhi,C133,26,Silver,4892,14,29,3727,Website,1,4005,438,122006.48
2024-03-26,P101,Jeans,Levis,Bangalore,C441,31,Platinum,1282,29,28,16339,Facebook,1,4286,409,25486.159999999996
2024-09-01,P272,Hats,Levis,Kolkata,C927,30,Silver,3029,33,12,915,Facebook,0,5091,376,24353.159999999996
2024-07-10,P162,Hats,Nike,Mumbai,C532,33,Gold,3842,12,49,750,Instagram,0,1729,95,165667.04
2024-10-16,P292,Jeans,Puma,Kolkata,C706,62,Silver,2100,42,47,19516,Website,0,2954,288,57246.00000000001
2024-10-05,P259,Hats,Nike,Delhi,C188,31,Silver,1591,8,45,17282,Google Ads,0,3055,190,65867.4
2024-11-26,P194,Socks,Nike,Mumbai,C679,63,Platinum,1492,14,18,12425,Instagram,1,3957,131,23096.159999999996
2024-03-29,P147,Jeans,Nike,Mumbai,C493,47,Silver,3080,31,8,8898,Google Ads,0,812,365,17001.6
2024-04-20,P293,Jackets,Adidas,Kolkata,C341,56,Platinum,4188,42,17,11340,Instagram,1,2822,61,41293.68000000001
2025-01-16,P138,Socks,Adidas,Kolkata,C181,34,Bronze,4845,45,10,18717,Google Ads,0,1409,430,26647.5
2025-01-14,P203,Sneakers,Puma,Mumbai,C727,59,Bronze,4447,30,27,6899,Google Ads,1,4750,404,84048.29999999999
2025-01-13,P144,T-shirts,Adidas,Mumbai,C921,31,Silver,3183,3,21,15443,Google Ads,1,2361,499,64837.70999999999
2024-05-01,P289,T-shirts,Nike,Chennai,C508,30,Platinum,1766,34,48,7090,Facebook,0,1202,469,55946.88
2024-11-20,P181,Jeans,Adidas,Bangalore,C585,33,Gold,1323,19,33,16570,Google Ads,1,3317,326,35363.79
2024-03-01,P216,Sneakers,Levis,Mumbai,C637,32,Silver,1531,43,47,7936,Instagram,0,2166,369,41015.490000000005
2024-10-09,P141,Hats,Adidas,Mumbai,C152,42,Silver,1550,19,10,11397,Facebook,0,5450,334,12555.0
2024-04-01,P238,Socks,Puma,Chennai,C349,58,Silver,2669,28,13,972,Instagram,1,2871,182,24981.839999999997
2024-04-18,P148,Hats,Zara,Bangalore,C536,58,Platinum,3301,10,39,9663,Google Ads,1,3805,170,115865.1
2024-06-04,P151,Hats,Adidas,Chennai,C766,46,Platinum,4770,0,12,15647,Website,1,1190,181,57240.0
2024-12-18,P246,Socks,Adidas,Mumbai,C599,44,Silver,3770,12,14,13791,Instagram,0,2296,499,46446.4
2024-08-14,P148,Jackets,Zara,Bangalore,C962,25,Platinum,4284,24,16,18549,Instagram,0,1533,171,52093.44
2024-05-12,P181,Jackets,Nike,Bangalore,C101,57,Platinum,4758,33,3,18813,Website,0,4400,55,9563.579999999998
2024-09-06,P160,T-shirts,Nike,Mumbai,C421,50,Gold,4623,25,40,13266,Instagram,1,4284,56,138690.0
2024-12-20,P274,Jackets,Levis,Delhi,C554,25,Silver,2226,19,35,13401,Facebook,0,2361,273,63107.100000000006
2024-08-20,P177,Hats,Levis,Bangalore,C924,24,Silver,4022,44,15,18594,Facebook,1,4998,91,33784.8
2025-02-18,P188,T-shirts,Puma,Bangalore,C820,59,Gold,3107,9,44,11387,Facebook,0,2992,193,124404.28
2024-04-05,P218,T-shirts,Puma,Mumbai,C559,20,Silver,3190,33,41,3273,Instagram,1,4940,450,87629.29999999999
2024-10-06,P200,Jackets,Levis,Kolkata,C576,57,Platinum,4046,6,38,7958,Instagram,0,2045,376,144523.12
2024-10-07,P142,Jackets,Levis,Mumbai,C309,26,Bronze,1978,38,25,17273,Website,0,1766,251,30658.999999999996
2024-12-19,P189,Jeans,Zara,Chennai,C881,33,Gold,3488,37,21,6351,Instagram,0,5096,161,46146.24
2024-06-20,P210,Sneakers,Zara,Mumbai,C294,33,Gold,4178,3,34,8724,Facebook,0,1071,442,137790.44
2024-03-01,P217,Socks,Zara,Bangalore,C900,36,Silver,4870,34,35,5939,Google Ads,0,1985,55,112497.0
2024-09-28,P216,Hats,Adidas,Chennai,C129,19,Bronze,3550,34,44,2208,Google Ads,0,2070,308,103091.99999999999
2025-01-06,P296,T-shirts,Zara,Delhi,C480,37,Platinum,1436,40,40,19514,Facebook,1,1021,474,34464.0
2025-01-24,P132,Jeans,Adidas,Chennai,C885,60,Platinum,1007,14,28,16529,Website,0,3191,412,24248.559999999998
2024-03-05,P186,Sneakers,Adidas,Chennai,C223,19,Platinum,1313,8,49,11436,Instagram,0,2003,145,59190.04
2024-12-16,P254,Socks,Nike,Chennai,C607,27,Platinum,1413,42,48,9154,Facebook,1,5440,205,39337.920000000006
2024-03-24,P140,Sneakers,Levis,Delhi,C680,47,Silver,2733,44,35,1709,Instagram,0,1113,365,53566.80000000001
2024-09-03,P111,Sneakers,Nike,Chennai,C892,39,Platinum,3177,15,6,11678,Instagram,1,1195,429,16202.699999999999
2024-07-09,P113,Socks,Zara,Kolkata,C303,59,Silver,1414,18,3,11914,Instagram,1,3632,168,3478.44
2024-03-27,P274,Jackets,Adidas,Chennai,C483,22,Bronze,3332,21,40,18661,Website,1,2670,426,105291.20000000001
2024-05-10,P156,Jackets,Zara,Chennai,C556,49,Platinum,1959,14,20,1270,Google Ads,0,4726,356,33694.8
2024-05-07,P153,Sneakers,Nike,Chennai,C412,23,Gold,4036,23,2,8291,Google Ads,1,3176,254,6215.4400000000005
2024-12-30,P133,Sneakers,Levis,Mumbai,C474,41,Silver,4892,28,32,19235,Facebook,0,1950,96,112711.68
2024-05-07,P183,Jackets,Zara,Bangalore,C776,59,Silver,3596,42,38,13929,Website,0,4531,439,79255.84000000001
2024-08-28,P111,T-shirts,Puma,Mumbai,C344,57,Silver,4332,19,16,3038,Google Ads,0,4801,380,56142.72
2024-06-05,P203,Sneakers,Levis,Kolkata,C192,47,Bronze,2063,8,43,13947,Website,0,1148,151,81612.28
2025-02-22,P143,Socks,Nike,Mumbai,C793,31,Platinum,3355,2,7,10486,Website,0,5415,386,23015.3
2024-05-09,P209,Jackets,Puma,Mumbai,C135,57,Platinum,4696,5,43,12162,Instagram,0,4217,470,191831.6
2024-08-10,P274,Jackets,Zara,Chennai,C699,59,Silver,1123,37,5,11322,Facebook,0,2358,112,3537.45
2024-10-27,P120,Jeans,Levis,Delhi,C741,49,Silver,2044,29,4,4658,Instagram,0,3972,193,5804.96
2025-01-20,P295,Sneakers,Adidas,Delhi,C952,40,Bronze,2589,47,16,15691,Website,1,2808,189,21954.72
2024-03-08,P230,Sneakers,Adidas,Mumbai,C139,39,Gold,1278,47,1,3048,Google Ads,0,897,194,677.34
2025-01-11,P177,Jackets,Nike,Bangalore,C858,54,Bronze,3782,39,29,2408,Instagram,1,5337,494,66903.58
2024-08-29,P116,Hats,Puma,Bangalore,C649,34,Silver,2482,3,3,19295,Facebook,0,4797,110,7222.62
2024-10-01,P110,Jackets,Adidas,Delhi,C612,28,Gold,2804,6,44,8304,Instagram,1,2185,473,115973.43999999999
2024-03-15,P124,T-shirts,Puma,Bangalore,C618,21,Bronze,4491,30,26,7074,Google Ads,1,3698,349,81736.2
2024-07-26,P292,Sneakers,Nike,Kolkata,C921,58,Silver,3460,41,49,3463,Instagram,0,2779,441,100028.60000000002
2024-12-27,P149,Jeans,Levis,Kolkata,C652,33,Platinum,3118,38,46,11025,Facebook,0,2565,404,88925.36
2024-12-27,P251,Jeans,Adidas,Kolkata,C906,18,Bronze,3249,18,25,12749,Google Ads,1,2754,197,66604.5
2024-06-19,P206,Jackets,Puma,Delhi,C486,53,Bronze,2048,15,24,7550,Website,0,5169,335,41779.2
2025-01-31,P130,Hats,Nike,Delhi,C211,36,Silver,3028,9,3,6423,Instagram,0,4510,483,8266.44
2024-08-08,P144,Hats,Levis,Bangalore,C401,44,Silver,2087,48,9,15990,Website,1,2544,189,9767.16
2024-04-02,P256,Hats,Levis,Delhi,C493,33,Gold,2457,41,30,4269,Google Ads,1,5327,102,43488.9
2024-05-12,P259,Socks,Nike,Kolkata,C875,36,Platinum,2284,35,34,939,Google Ads,1,4701,62,50476.4
2025-01-14,P283,Socks,Adidas,Kolkata,C256,61,Platinum,1129,29,22,15876,Google Ads,1,4109,379,17634.98
2024-10-20,P258,Socks,Puma,Kolkata,C291,36,Silver,1366,24,47,5469,Google Ads,0,4394,214,48793.520000000004
2025-02-20,P163,T-shirts,Zara,Delhi,C401,33,Bronze,3140,15,30,4579,Google Ads,1,2641,142,80070.0
2025-01-23,P106,Jeans,Nike,Delhi,C733,59,Bronze,2423,47,18,16257,Website,1,982,445,23115.420000000002
2024-03-28,P191,Hats,Adidas,Chennai,C865,45,Bronze,1977,40,36,1236,Instagram,1,5483,286,42703.200000000004
2025-01-30,P104,Sneakers,Levis,Bangalore,C965,41,Silver,2376,14,16,19533,Facebook,1,4034,346,32693.76
2024-10-06,P137,T-shirts,Nike,Kolkata,C750,56,Bronze,2547,29,11,10000,Website,1,1310,264,19892.07
2024-09-12,P144,Jackets,Adidas,Delhi,C190,57,Silver,2807,44,29,2062,Facebook,0,4136,120,45585.68
2024-08-31,P292,Hats,Zara,Chennai,C323,51,Platinum,1382,2,12,17322,Google Ads,1,5430,347,16252.32
2024-03-18,P293,Jackets,Levis,Mumbai,C774,64,Bronze,2555,15,47,1732,Website,1,3547,68,102072.25
2024-07-10,P275,T-shirts,Nike,Mumbai,C491,37,Platinum,2052,27,38,8550,Instagram,1,1812,221,56922.48
2024-11-25,P190,T-shirts,Levis,Mumbai,C753,30,Bronze,4263,47,17,15394,Instagram,1,3726,395,38409.630000000005
2024-03-01,P179,Jackets,Adidas,Bangalore,C928,27,Silver,3421,13,29,11868,Facebook,1,4512,345,86311.83
2024-05-06,P187,Sneakers,Levis,Kolkata,C867,33,Bronze,1462,27,32,16907,Instagram,1,3465,109,34152.32
2024-05-17,P291,Socks,Zara,Bangalore,C970,19,Bronze,2122,20,27,11765,Google Ads,0,4718,478,45835.200000000004
2024-09-19,P217,Sneakers,Adidas,Kolkata,C256,36,Bronze,3128,36,22,7833,Google Ads,1,1140,294,44042.240000000005
2024-11-02,P267,Jackets,Zara,Bangalore,C145,52,Gold,4767,37,7,6869,Website,1,981,376,21022.47
2024-11-23,P205,T-shirts,Zara,Bangalore,C670,27,Bronze,1633,25,17,663,Google Ads,1,903,425,20820.75
2024-09-05,P181,Hats,Levis,Delhi,C551,29,Platinum,2319,1,33,7692,Facebook,1,1843,166,75761.73
2024-07-24,P107,Jackets,Zara,Chennai,C876,57,Gold,4112,46,47,16033,Website,0,4582,188,104362.56
2024-09-19,P195,Jeans,Nike,Mumbai,C531,20,Bronze,3637,13,33,12072,Instagram,1,3292,165,104418.27
2024-11-06,P184,Sneakers,Zara,Bangalore,C220,28,Bronze,3777,28,21,9698,Instagram,0,2977,435,57108.24
2024-10-06,P166,Jackets,Levis,Delhi,C385,58,Silver,4343,5,16,17325,Instagram,0,5262,282,66013.59999999999
2024-06-10,P147,Hats,Nike,Mumbai,C914,39,Silver,3602,8,8,8815,Facebook,0,3066,324,26510.72
2024-10-01,P273,Hats,Nike,Chennai,C206,62,Platinum,3386,6,4,16430,Instagram,0,2804,222,12731.359999999999
2024-03-08,P219,Hats,Zara,Chennai,C868,39,Gold,2436,0,22,9649,Facebook,0,4643,215,53592.0
2024-11-07,P279,Sneakers,Zara,Kolkata,C841,24,Platinum,2283,34,6,13494,Website,0,4483,301,9040.679999999998
2025-02-04,P180,Sneakers,Puma,Bangalore,C717,63,Silver,2922,40,5,18028,Google Ads,1,2772,289,8766.0
2024-12-18,P263,Hats,Zara,Kolkata,C574,57,Bronze,4300,36,34,18747,Instagram,1,4248,492,93568.0
2024-04-25,P263,Jackets,Zara,Mumbai,C815,24,Platinum,2168,48,45,9739,Instagram,1,4407,166,50731.200000000004
2025-01-24,P161,Hats,Adidas,Kolkata,C381,22,Bronze,2158,32,42,11219,Instagram,0,3897,212,61632.479999999996
2024-05-25,P111,Sneakers,Nike,Mumbai,C170,46,Gold,2844,9,49,4019,Facebook,1,4089,381,126813.95999999999
2024-12-29,P188,Socks,Puma,Mumbai,C325,54,Silver,3274,0,21,17871,Website,1,5311,304,68754.0
2024-12-10,P173,Jackets,Adidas,Delhi,C439,24,Gold,1455,0,33,7814,Website,0,5049,344,48015.0
2024-06-25,P233,Sneakers,Adidas,Bangalore,C390,44,Bronze,3185,13,5,18835,Facebook,0,4428,72,13854.75
2024-03-16,P136,T-shirts,Zara,Mumbai,C471,45,Silver,3467,9,23,6112,Google Ads,0,1687,341,72564.31000000001
2024-03-04,P110,Jeans,Puma,Chennai,C263,24,Bronze,3695,2,16,2737,Google Ads,0,4579,160,57937.6
2024-07-23,P171,Sneakers,Nike,Delhi,C635,29,Silver,2715,18,5,13086,Instagram,1,1735,347,11131.5
2024-03-02,P141,Jeans,Levis,Mumbai,C874,48,Bronze,1598,12,43,14967,Website,1,2005,263,60468.32
2025-01-28,P122,Socks,Levis,Chennai,C647,28,Gold,1145,48,48,18536,Google Ads,1,1604,450,28579.199999999997
2024-09-29,P284,Jackets,Levis,Bangalore,C654,51,Gold,2034,32,14,2799,Instagram,0,2552,254,19363.68
2024-11-13,P186,Hats,Puma,Mumbai,C719,56,Platinum,1222,45,48,18086,Instagram,0,3501,223,32260.800000000003
2024-09-08,P113,Jeans,Levis,Kolkata,C468,37,Platinum,2065,5,27,1335,Website,1,1527,63,52967.25
2024-10-27,P165,T-shirts,Levis,Mumbai,C102,53,Bronze,3951,47,37,5052,Instagram,0,2516,398,77479.11
2024-10-23,P115,Socks,Nike,Mumbai,C120,49,Bronze,4672,39,3,15569,Facebook,1,4523,345,8549.76
2024-08-27,P128,Socks,Puma,Mumbai,C228,20,Bronze,3187,48,1,2937,Google Ads,1,1489,387,1657.24
2024-12-25,P153,Hats,Puma,Chennai,C257,28,Platinum,1183,35,12,17661,Website,0,2429,137,9227.400000000001
2024-03-09,P234,Hats,Nike,Delhi,C986,55,Platinum,2377,24,21,18919,Instagram,1,1778,424,37936.92
2024-11-04,P119,Jackets,Levis,Mumbai,C879,27,Silver,1435,22,6,6318,Facebook,0,4451,54,6715.799999999999
2024-04-03,P102,Jeans,Nike,Chennai,C931,23,Silver,1410,47,37,18144,Google Ads,0,3743,365,27650.100000000002
2024-03-05,P139,Hats,Puma,Delhi,C342,61,Platinum,3434,34,23,17766,Facebook,1,2764,209,52128.11999999999
2024-10-02,P299,Jackets,Levis,Chennai,C111,22,Platinum,3303,43,29,13373,Instagram,0,3285,377,54598.59000000001
2024-10-12,P159,Sneakers,Levis,Delhi,C583,52,Bronze,4204,12,23,9900,Website,1,5371,451,85088.96
2024-03-27,P167,Jeans,Adidas,Delhi,C171,58,Platinum,2127,47,23,13364,Website,0,866,467,25928.129999999997
2024-03-17,P232,Jeans,Zara,Mumbai,C951,57,Silver,1977,43,10,16125,Instagram,1,1525,341,11268.900000000001
2024-04-25,P163,Jeans,Puma,Mumbai,C247,27,Bronze,1083,5,42,12783,Website,0,1956,290,43211.7
2024-04-15,P153,Jeans,Adidas,Bangalore,C381,40,Silver,3996,17,24,7818,Instagram,1,3086,181,79600.31999999999
2024-04-25,P148,T-shirts,Levis,Kolkata,C870,55,Bronze,4955,17,46,18451,Website,1,3251,318,189181.9
2024-04-20,P260,Hats,Adidas,Kolkata,C981,57,Silver,4644,11,25,1508,Website,0,1371,347,103329.0
2025-01-25,P164,Hats,Zara,Bangalore,C553,28,Silver,1544,25,47,1788,Website,1,1012,484,54426.0
2025-02-27,P203,Hats,Puma,Mumbai,C955,28,Platinum,4791,15,41,19532,Google Ads,0,5076,290,166966.35
2024-06-21,P118,Socks,Zara,Bangalore,C625,61,Platinum,4382,33,38,6522,Facebook,1,1338,408,111565.71999999999
2024-08-11,P151,Sneakers,Puma,Delhi,C465,19,Bronze,1333,21,20,13757,Website,1,3015,171,21061.399999999998
2024-12-23,P254,Hats,Adidas,Delhi,C422,54,Silver,1077,23,40,2173,Google Ads,1,4774,321,33171.6
2024-04-12,P227,T-shirts,Puma,Chennai,C490,38,Gold,3980,34,26,14171,Website,1,4562,244,68296.79999999999
2024-04-05,P112,Sneakers,Levis,Bangalore,C530,38,Silver,4983,36,24,1499,Google Ads,0,3870,76,76538.88
2024-10-09,P227,Sneakers,Nike,Delhi,C663,44,Silver,1354,22,38,9979,Facebook,0,1254,396,40132.560000000005
2024-06-03,P195,Hats,Puma,Bangalore,C430,20,Platinum,1793,49,15,7285,Google Ads,1,4870,278,13716.45
2025-02-10,P136,Jackets,Nike,Delhi,C263,40,Silver,2412,15,31,2854,Facebook,1,1901,275,63556.2
2025-02-19,P186,Jeans,Adidas,Chennai,C534,61,Gold,4773,43,44,4794,Google Ads,1,4436,140,119706.84000000001
2024-10-26,P170,Jeans,Nike,Delhi,C290,44,Silver,3999,21,15,15915,Google Ads,1,2403,283,47388.15
2024-08-08,P262,Hats,Levis,Mumbai,C374,49,Platinum,4188,40,17,4177,Instagram,1,4888,409,42717.6
2025-01-14,P122,Jeans,Nike,Chennai,C235,34,Silver,1572,45,49,2493,Instagram,0,3663,120,42365.4
2024-08-23,P143,Socks,Zara,Delhi,C896,61,Silver,4733,27,12,17996,Facebook,0,1819,341,41461.079999999994
2024-03-12,P288,T-shirts,Levis,Chennai,C772,50,Gold,3111,28,48,16389,Website,0,3447,254,107516.16
2024-09-27,P285,Jeans,Puma,Delhi,C288,30,Bronze,4988,28,6,19936,Facebook,1,3212,393,21548.159999999996
2024-03-10,P288,Jeans,Zara,Mumbai,C867,58,Platinum,4280,26,34,5160,Facebook,1,1261,63,107684.79999999999
2024-10-08,P293,Socks,Zara,Mumbai,C423,33,Gold,1899,32,7,922,Google Ads,1,1328,376,9039.24
2025-02-18,P250,T-shirts,Zara,Bangalore,C475,34,Platinum,2874,49,4,18575,Instagram,0,4203,390,5862.96
2024-11-16,P106,Jeans,Zara,Mumbai,C736,64,Bronze,2681,10,17,14281,Google Ads,1,1792,81,41019.3
2024-03-24,P233,Sneakers,Nike,Bangalore,C385,56,Platinum,3644,49,13,9435,Google Ads,1,3473,94,24159.72
2024-08-31,P118,Jackets,Adidas,Chennai,C386,39,Bronze,2455,5,10,19719,Instagram,1,2688,412,23322.5
2024-10-25,P107,Jackets,Puma,Kolkata,C542,58,Bronze,3611,13,14,11191,Website,1,2649,135,43981.98
2024-06-01,P126,Hats,Puma,Bangalore,C712,59,Gold,2893,37,40,1277,Facebook,0,2104,424,72903.59999999999
2024-07-19,P215,Hats,Nike,Delhi,C788,24,Silver,1537,41,17,18333,Website,1,3814,468,15416.110000000002
2024-07-19,P207,Jackets,Zara,Kolkata,C383,44,Gold,4361,41,28,6499,Facebook,1,4166,230,72043.72
2024-09-21,P114,Hats,Puma,Kolkata,C718,47,Bronze,4966,47,17,3053,Instagram,0,5430,476,44743.66
2024-07-25,P252,Hats,Adidas,Mumbai,C298,47,Bronze,3383,17,39,18764,Instagram,1,3391,83,109507.70999999999
2024-03-01,P106,Sneakers,Zara,Delhi,C771,47,Platinum,1743,35,45,5591,Google Ads,1,1661,57,50982.75
2024-10-05,P147,Socks,Nike,Kolkata,C482,58,Bronze,1573,20,47,18410,Facebook,0,4299,60,59144.8
2024-10-02,P291,Jeans,Nike,Mumbai,C662,27,Platinum,4134,34,1,13337,Instagram,1,3805,467,2728.4399999999996
2024-08-31,P224,Hats,Nike,Mumbai,C689,40,Gold,4565,2,27,18025,Google Ads,0,2446,475,120789.9
2024-03-27,P146,Jeans,Puma,Mumbai,C966,58,Bronze,3857,25,39,10823,Google Ads,1,4344,328,112817.25
2024-05-30,P148,Jeans,Nike,Delhi,C317,31,Silver,4734,40,31,11538,Instagram,0,4817,59,88052.40000000001
2024-10-18,P179,Sneakers,Zara,Mumbai,C535,31,Bronze,3346,38,34,4608,Google Ads,0,4937,209,70533.68
2025-01-30,P113,Sneakers,Nike,Mumbai,C581,33,Platinum,2292,49,40,19808,Google Ads,1,1958,136,46756.8
2024-07-26,P109,T-shirts,Zara,Kolkata,C910,42,Silver,4604,20,3,18761,Instagram,0,5197,193,11049.6
2024-12-17,P266,Jeans,Puma,Chennai,C772,43,Gold,4249,2,34,3599,Facebook,1,2622,397,141576.68
2024-07-06,P250,T-shirts,Nike,Mumbai,C467,59,Platinum,1679,41,46,10236,Google Ads,1,4120,207,45568.060000000005
2024-07-03,P189,Sneakers,Adidas,Delhi,C818,36,Bronze,4593,34,17,10294,Website,1,4506,355,51533.45999999999
2024-08-01,P187,Jeans,Nike,Chennai,C832,39,Gold,2249,21,32,4940,Instagram,1,4437,91,56854.72
2024-10-01,P151,Hats,Puma,Mumbai,C259,56,Platinum,1113,44,36,6413,Website,1,1353,125,22438.08
2024-11-29,P281,Hats,Levis,Delhi,C489,20,Gold,1443,3,45,16071,Instagram,0,4418,490,62986.950000000004
2024-09-30,P174,Jackets,Levis,Delhi,C863,44,Bronze,4441,29,1,2618,Facebook,0,1794,247,3153.1099999999997
2025-01-31,P169,T-shirts,Puma,Bangalore,C270,43,Bronze,3879,49,31,17072,Google Ads,1,836,249,61326.99
2024-05-21,P170,Sneakers,Levis,Delhi,C576,42,Silver,1884,34,40,7056,Google Ads,1,3232,283,49737.59999999999
2024-06-06,P248,T-shirts,Zara,Mumbai,C538,60,Platinum,2257,21,11,14302,Google Ads,1,1540,273,19613.329999999998
2024-10-21,P245,Jeans,Nike,Bangalore,C206,23,Gold,3063,18,36,6425,Website,1,4473,496,90419.76000000001
2024-08-29,P252,Socks,Levis,Bangalore,C380,40,Gold,2970,33,12,11580,Facebook,0,4929,465,23878.8
2024-05-13,P204,Socks,Zara,Chennai,C190,49,Platinum,3200,4,43,10608,Website,0,3466,286,132096.0
2024-09-03,P158,Jeans,Nike,Bangalore,C845,36,Platinum,3366,39,48,10190,Website,1,2142,321,98556.47999999998
2024-08-26,P176,Jeans,Zara,Kolkata,C407,48,Bronze,2637,48,30,1650,Instagram,0,1889,369,41137.2
2024-09-12,P183,Jackets,Nike,Mumbai,C224,33,Gold,1395,7,49,3026,Google Ads,1,1847,459,63570.149999999994
2024-12-21,P229,Sneakers,Adidas,Chennai,C623,47,Platinum,2009,22,39,13588,Website,0,4401,286,61113.78
2024-11-03,P292,Jackets,Adidas,Chennai,C554,62,Bronze,1400,8,23,19985,Google Ads,0,2393,446,29624.0
2024-11-03,P141,Jackets,Levis,Kolkata,C734,20,Platinum,4715,29,26,8656,Website,0,3773,459,87038.9
2024-12-01,P247,Jackets,Nike,Kolkata,C563,19,Bronze,4714,33,18,12759,Website,0,4252,289,56850.84
2024-10-28,P169,Socks,Nike,Delhi,C362,18,Silver,3656,26,4,2732,Instagram,1,1206,197,10821.76
2024-08-02,P162,Hats,Levis,Kolkata,C464,33,Bronze,2782,22,14,10740,Google Ads,1,820,229,30379.440000000002
2024-05-06,P193,Sneakers,Zara,Delhi,C670,58,Platinum,2727,2,8,10008,Instagram,0,3411,284,21379.68
2024-06-12,P271,Jeans,Levis,Bangalore,C548,52,Platinum,3963,22,23,5132,Website,1,3700,333,71096.22
2024-10-15,P291,Jackets,Adidas,Chennai,C209,33,Platinum,4654,6,28,17491,Facebook,1,1688,155,122493.27999999998
2024-11-02,P120,Sneakers,Nike,Bangalore,C982,24,Bronze,2692,11,18,10634,Google Ads,1,1201,201,43125.840000000004
2024-06-05,P253,Socks,Nike,Mumbai,C737,52,Bronze,3734,25,34,4599,Google Ads,1,3586,479,95217.0
2024-10-23,P158,Hats,Puma,Mumbai,C425,39,Silver,2114,26,32,17676,Website,0,4447,404,50059.52
2024-11-13,P280,Socks,Nike,Delhi,C282,37,Gold,2656,8,44,15320,Website,0,1656,280,107514.88
2025-02-28,P210,Jackets,Zara,Kolkata,C985,64,Gold,3654,21,33,4880,Website,0,1396,299,95259.78000000001
2024-05-29,P292,Jeans,Nike,Kolkata,C704,20,Bronze,2855,38,34,10844,Google Ads,1,2419,498,60183.399999999994
2024-08-17,P121,Hats,Adidas,Mumbai,C937,55,Gold,4965,36,16,9822,Google Ads,0,3875,427,50841.6
2024-05-03,P147,Jeans,Puma,Bangalore,C185,32,Silver,1664,42,20,14871,Website,0,4267,333,19302.4
2024-05-16,P271,Hats,Puma,Chennai,C149,39,Platinum,4935,7,47,7947,Website,0,1132,113,215708.84999999998
2024-05-16,P158,Hats,Adidas,Mumbai,C756,25,Gold,1890,8,3,10184,Google Ads,0,4885,162,5216.400000000001
2024-11-23,P111,Jackets,Zara,Bangalore,C651,29,Gold,3723,37,19,7360,Google Ads,0,4629,482,44564.310000000005
2025-01-05,P279,Sneakers,Zara,Bangalore,C870,44,Platinum,1614,7,40,6135,Instagram,0,4630,408,60040.8
2024-06-25,P203,Hats,Levis,Delhi,C515,38,Silver,4450,37,36,3201,Facebook,1,2901,459,100926.0
2025-02-28,P240,T-shirts,Levis,Kolkata,C843,45,Gold,2305,29,41,7775,Website,0,4186,334,67098.55
2024-06-14,P225,T-shirts,Adidas,Delhi,C661,56,Platinum,4903,19,13,9896,Website,0,3125,84,51628.590000000004
2024-05-19,P124,Jackets,Adidas,Delhi,C987,36,Gold,4561,31,17,12762,Facebook,1,1792,365,53500.52999999999
2024-09-04,P102,Jackets,Puma,Bangalore,C533,35,Bronze,2427,44,7,18244,Instagram,0,2913,235,9513.84
2024-12-17,P161,Jackets,Puma,Delhi,C489,49,Platinum,4952,7,3,19299,Facebook,1,3721,469,13816.079999999998
2024-07-17,P187,Sneakers,Levis,Mumbai,C741,41,Bronze,4561,20,23,13600,Google Ads,0,4299,423,83922.40000000001
2024-04-23,P150,Jackets,Puma,Delhi,C679,63,Platinum,4329,0,9,16141,Google Ads,1,3353,490,38961.0
2024-06-16,P136,Socks,Zara,Chennai,C438,53,Platinum,1182,9,40,18616,Facebook,0,3865,342,43024.8
2024-06-16,P198,Jackets,Zara,Bangalore,C360,54,Bronze,2713,47,16,13148,Google Ads,1,4941,83,23006.24
2024-08-26,P131,Sneakers,Adidas,Kolkata,C390,33,Gold,3380,45,39,7812,Google Ads,1,3084,79,72501.00000000001
2024-12-01,P175,Socks,Puma,Mumbai,C762,57,Platinum,1518,37,5,9249,Website,0,911,221,4781.7
